text;audiofile
But I am willing to forget this incident, though you would do well to learn from it. There is a lesson for you here: the Genoharadan show no mercy.;
Since you did not kill Zuulan I cannot give you the bounty for this assignment. In any case, <FullName>, your role in Zuulan's fate is now over.;
Do you have further business you wish to discuss at this time, or are we done here for now?;
[Force Persuade] You should give me Zuulan's bounty anyway.;
[Failure.] Did you really think that Jedi mind trick could work on one of the Genoharadan? You are a fool, <FullName>!;
The Genoharadan have no wish to work with fools. I am disappointed in you, <FullName>, but you leave me with little choice.;
I gave you an opportunity to join our guild, but through your actions you have shown yourself to be unfit. This is the last you will ever see of me or the Genoharadan, <FullName>. Goodbye.;
You better give me Zuulan's bounty anyway, before someone gets hurt.;
Are you threatening me? Here, where the Selkath authorities will arrest anyone who breaks the peace? Empty threats are the sign of a fool, <FullName>.;
Lorgal is dead.;
Yes, <FullName>, the agents I sent to watch you have reported back to me concerning Lorgal's death. You should take pride in a job well done.;
And, as promised, here is your reward for the task: a poisoned vibroblade forged exclusively for the use of those within our guild. It will serve you well, I am sure.;
Vorn Daasraad is dead.;
Well done, <FullName>. And, as promised, here is your reward: a Genoharadan stealth unit. You'll find it is far superior to most.;
Vorn, Rulan, Ithorak - that is all of them! You have done it, <FullName>. I hardly dreamed it was possible, yet now the task is done!;
All the years of planning. Spying and digging to discover their true identities - it was all worth it! Now the Genoharadan are mine alone!;
What are you talking about?;
Poor, foolish <FullName>. You had no idea that the targets I sent you after were three of the Overseers of the Genoharadan, did you?;
The Overseers have always acted in secret, their true identities hidden from the guild and even each other to prevent one person from seizing control of the entire guild.;
But now they are dead, and I am the only Overseer left in the guild! All the agents of the Genoharadan are mine to command! And I couldn't have done it without your help, <FullName>!;
So when do I get to join the guild?;
I'm sorry, <FullName>. Even after all you have done for me I cannot let you join the Genoharadan now. You are far too dangerous: you know the true identity of the only surviving Overseer.;
I suppose I could try to have you eliminated, but I have seen your skill in dispatching the other Overseers. I think it would be in both our best interests if we were simply to part ways.;
Nobody plays me for a fool! You'll pay for this, Hulas!;
*sigh* I was afraid it would come to this. Very well, we will finish this as these things always seem to end: in bloodshed. But the streets of Manaan are no place for this confrontation.;
Meet me in the Dune Sea, <FullName>. There we will engage in a ritual battle according to the customs of my guild, just you and me.;
Goodbye, <FullName>. I will wait for you in the Dune Sea. I don't need to remind you that you must come alone. If you do not, then you won't see me and you will never have your revenge.;
So that's it? We just part ways?;
I'm afraid so. The other Overseers are dead, but there is still much work for me to do to cement my hold on the guild.;
And as for you, <FullName>, I suspect your destiny lies elsewhere. You were never meant for the shadowy, secret world of the Genoharadan. You are bound to a much more public fate.;
Goodbye, Hulas.;
Goodbye, <FullName>. This is the last you will ever see of me or the Genoharadan, though if you watch carefully you may see evidence of our work throughout the galaxy.;
This isn't over, Hulas! Nobody plays me for a fool!;
Glad I could help you out. What happens now?;
You used me!;
You tricked me!;
Vorn's death brings you closer to completing your initiation into the Genoharadan, <FullName>. However, until you have completed all your missions you cannot be accepted into the guild.;
Rulan Prolik is dead.;
I must congratulate you. Rulan was no easy target. I will admit that you are not the first to be sent after him, though you are the only one to succeed.;
Here, take this Genoharadan visor. Many of our agents use them to increases their senses and improve their skills. It really is quite an extraordinary item.;
With Rulan gone, you are another step closer to entering the guild. But until you have completed all the missions you will not be accepted into the Genoharadan.;
[Persuade/Lie] Rulan Prolik is dead.;
[Failure.] The Genoharadan are not easily fooled, <FirstName>. My agents reported Rulan fled from your battle. They tell me you didn't finish the job.;
If you expect to join our guild, you will have to learn that we never leave a job unfinished. Go back to Kashyyyk. Find Rulan. Finish the job.;
Until you do you will never be one of the Genoharadan. Now, is there some other business you wish to discuss?;
I can't complete the Zuulan Sentar mission. Dantooine is destroyed.;
Yes, I have heard how the Sith razed the planet. Such radical overreactions are one reason the Genoharadan would prefer to see the Republic remain in power.;
It is likely that Zuulan died in the attack, but we do not like to leave such things to chance. It will take some time before my agents can determine if Zuulan survived.;
Ithorak Guldar is dead.;
Yes, I heard he met a rather grisly end. For completing this mission you have earned another reward. Take these Genoharadan gloves. You will find they are very useful in battle.;
By disposing of Ithorak you bring yourself ever closer to being accepted into the Genoharadan. But you must complete all your missions before you will be admitted into the guild.;
I have some questions about the Genoharadan.;
You must understand that there is much I cannot tell you until you are accepted into the guild, of course. But ask your questions and I will tell you what I can.;
Who formed this guild? Where did it begin?;
The Genoharadan were created by the the galactic tyrant Xim the Despot, five thousand years before the Republic itself was even founded.;
During Xim's short but brutal reign he used Genoharadan agents to eliminate his most powerful enemies. When Xim was finally overthrown, it was believed the Genoharadan disbanded.;
But the Genoharadan did not disband. Instead, we vanished into the darkness. Now we carry on our work from the deepest shadows, dispatching the enemies of those who hire us.;
Tell me more about the Genoharadan.;
In the first few centuries after Xim was overthrown, the Genoharadan were nothing but hired killers. We were a mere tool to be used by those who were rich and politically ambitious;
"But slowly the guild evolved. We began to shape and alter events through our actions. We ceased to be a servant of the political elite; we became a powerful faction in our own right.";
The organizaton of the guild itself also changed at this point. Instead of a single guildmaster, it was decided there would be four Overseers to guide and lead the Genoharadan.;
By distributing the power in this way we were protected against becoming a tool of a single person. The Overseers' individual ambitions would serve to balance each other out.;
Tell me about the Overseers.;
The Overseers are a secret cabal of four individuals who control the Genoharadan. For their own protection, nobody knows the identity of an Overseer. They are anonymous even to each other.;
Through agents and go-betweens, the Overseers consult with each other on all guild business. The system ensures no one person can manipulate the guild for their own benefit.;
What happens if an Overseer is killed?;
As you can imagine, the method for choosing and replacing an Overseer is complicated. The anonymity of a candidate must be protected at all costs, or the entire system will break down.;
If one Overseer were ever able to somehow eliminate the other three at the same time, he could seize all the power for himself and the guild as we know it would change forever.;
More than this I cannot tell you, for the sake of the guild. Besides, many of the details are hidden from me, as well. They are known only to the Overseers themselves.;
What else can you tell me about the Genoharadan?;
I'm sorry, <FullName>, but I am not ready to reveal all our secrets to you yet. Perhaps after you have completed another of your missions I will tell you more of this.;
Why haven't the Genoharadan assassinated Malak?;
Malak is no easy target, even for the Genoharadan. He is far too visible a figure. We prefer to operate on the fringes of events, not plunge into their center.;
In any case, there is no guarantee that the Genoharadan would eliminate Malak even if we could. Not yet. He may someday be of use to us, depending how events play out.;
Right now we support the Republic, but the goals of our guild are many and our methods subtle. At times we intervene in wars, but often we prefer to remain behind the scenes.;
We have found it more effective to let the grand scope of events play themselves out, then manipulate the situation to our advantage. It is one of the keys to keeping our existence well hidden.;
